t,x,y,u,v,p
7.100000000000000533e+00,7.505050505050505194e+00,-6.122448979591836871e-01,7.205857864976830118e-01,3.244270774496955667e-01,-3.979524571256043419e-02
1.440000000000000036e+01,1.000000000000000000e+00,-3.673469387755103899e-01,1.861834978226713927e-02,-1.331656179140525420e-01,-2.453063944531245766e-01
6.500000000000000000e+00,3.050505050505050608e+00,-1.510204081632652962e+00,9.465109848913132451e-01,-8.488267058856538427e-02,3.874656067461217795e-02
1.150000000000000000e+01,1.919191919191919116e+00,8.571428571428567622e-01,1.220810830270385727e+00,-1.306922486959281593e-01,-3.054346469959211552e-01
1.350000000000000000e+01,5.383838383838384090e+00,1.102040816326530503e+00,7.968561845488121298e-01,-1.915552319785952251e-01,3.850019279863797165e-03
1.280000000000000071e+01,3.262626262626262541e+00,1.224489795918364266e-01,6.125081520598294471e-01,-2.502860017461356890e-01,-2.531549242034625280e-01
5.300000000000000711e+00,1.212121212121212155e+00,1.591836734693877098e+00,1.236956346420461372e+00,-1.131143146309432530e-02,-1.419647955590590815e-01
6.300000000000000711e+00,4.393939393939393590e+00,-1.183673469387755084e+00,1.200160514101281661e+00,-3.059619670208941350e-02,-9.529811792827934391e-02
5.900000000000000355e+00,5.737373737373737015e+00,-1.265306122448979664e+00,9.123460365613353940e-01,2.758029952291239373e-01,-9.243972394197764314e-03
3.900000000000000355e+00,2.414141414141414366e+00,-1.346938775510204245e+00,1.259082554515114527e+00,2.865452371106449320e-02,-1.158084571707124477e-01
1.270000000000000107e+01,1.707070707070707183e+00,-4.489795918367347483e-01,7.105144538375630647e-01,4.219123042428297166e-01,-4.600366019042789745e-01
7.400000000000000355e+00,2.060606060606060552e+00,-6.122448979591836871e-01,9.720310133631302474e-01,4.828709790871533736e-01,-3.274052977518669971e-01
1.230000000000000071e+01,3.616161616161615910e+00,7.755102040816326259e-01,9.095201520975689791e-01,-4.003076150660235810e-01,-7.757203989489923346e-02
1.980000000000000071e+01,2.414141414141414366e+00,1.918367346938775420e+00,1.093560152451502843e+00,3.472387455935972700e-02,-2.826551950980648112e-02
4.400000000000000355e+00,7.858585858585858119e+00,5.306122448979588846e-01,7.154652569845858512e-01,-2.925025254722933288e-01,-5.066882366162027418e-02
3.900000000000000355e+00,6.585858585858585634e+00,1.510204081632652962e+00,9.446277920382104565e-01,-1.973737725278631450e-01,-3.223522663054947252e-04
1.100000000000000000e+01,3.616161616161615910e+00,-1.183673469387755084e+00,1.279145901769724869e+00,1.172072363891788482e-01,-1.057487956358915127e-01
1.530000000000000071e+01,1.353535353535353591e+00,4.081632653061229021e-02,-1.164380999350902168e-01,-1.109696146397330524e-01,-4.421721441023049315e-01
1.060000000000000142e+01,5.949494949494948948e+00,8.571428571428567622e-01,1.111407809789769274e+00,-1.398289213956077082e-01,-1.756981792218394733e-01
1.800000000000000044e+00,4.959595959595959336e+00,-1.346938775510204245e+00,8.948367530269397685e-01,-2.924513512438702834e-01,7.991020688619072943e-03
5.000000000000000000e-01,4.040404040404039776e+00,-1.020408163265306145e+00,8.160067169382514418e-01,-3.282136814229029698e-01,-3.206937162355061322e-02
