t,x,y,u,v,p
1.610000000000000142e+01,6.303030303030302761e+00,-3.673469387755103899e-01,7.562510638187308620e-01,-3.983573325513438124e-01,-7.011880223493267839e-02
7.100000000000000533e+00,6.020202020202019888e+00,-1.918367346938775420e+00,1.091777229127640414e+00,1.490658751374683566e-01,-5.988094391255197740e-03
1.460000000000000142e+01,7.222222222222222321e+00,7.755102040816326259e-01,7.030752798615129695e-01,1.584841838540098913e-01,-2.547150298091587287e-02
1.680000000000000071e+01,3.545454545454545414e+00,1.591836734693877098e+00,8.837379145631462096e-01,-6.184000469657964516e-02,2.077732227218133387e-02
1.900000000000000000e+01,8.000000000000000000e+00,1.673469387755101678e+00,1.194696126286480142e+00,1.983861855707791388e-02,-4.027223102093445417e-02
1.840000000000000213e+01,4.252525252525252597e+00,2.000000000000000000e+00,9.558303506729823873e-01,-1.049723236808748073e-01,4.780779052613720430e-03
4.600000000000000533e+00,1.848484848484848397e+00,-8.571428571428572063e-01,7.042015720184688909e-01,-1.167902824467606515e-02,-9.951871852382686290e-03
8.900000000000000355e+00,4.888888888888889284e+00,-2.000000000000000000e+00,9.227007302164902391e-01,-5.122209067071269856e-02,3.591268521073034264e-02
1.350000000000000000e+01,1.070707070707070718e+00,1.020408163265305923e+00,1.146700294786113128e+00,-4.188860876462922878e-02,-2.078212414523858687e-01
1.880000000000000071e+01,4.676767676767676463e+00,-7.755102040816328479e-01,7.766793244109835292e-01,-4.714254436921416769e-01,-8.894047324732622106e-02
7.000000000000000666e-01,7.858585858585858119e+00,5.306122448979588846e-01,9.189210778669953950e-01,-2.659820846202815559e-01,-1.755255762902316330e-01
8.000000000000000000e+00,5.666666666666666075e+00,-1.183673469387755084e+00,1.012745478317442327e+00,-2.940373326626365413e-01,-6.453523703282289248e-02
1.520000000000000107e+01,6.868686868686868507e+00,1.102040816326530503e+00,7.808744637326736626e-01,-1.996259705197044043e-01,2.782196523901375317e-04
7.000000000000000000e+00,4.606060606060605522e+00,1.346938775510203801e+00,8.756561713377873923e-01,-1.958630742401343550e-01,1.319978001830281449e-03
5.600000000000000533e+00,3.262626262626262541e+00,-1.673469387755102122e+00,1.156936759810325510e+00,-5.622153191759141772e-02,-4.887249600165020740e-03
1.570000000000000107e+01,4.606060606060605522e+00,1.918367346938775420e+00,1.171160572383264542e+00,2.903599263449355844e-02,1.214159224161438571e-03
2.300000000000000266e+00,1.494949494949494806e+00,1.224489795918364266e-01,-2.213582374671237418e-01,-4.543529037110177748e-01,-3.367903838089559287e-01
1.650000000000000000e+01,2.979797979797979668e+00,1.755102040816326259e+00,9.592548957852797820e-01,-9.503827159639861855e-02,-1.049063407782779671e-02
1.900000000000000000e+01,5.030303030303030276e+00,-1.510204081632652962e+00,1.233028868093369423e+00,-5.991890952386409730e-02,-3.553019646252708608e-02
1.980000000000000071e+01,1.636363636363636243e+00,5.306122448979588846e-01,2.010789607667021195e-01,-3.260172861009046352e-01,-1.617585894279762737e-01
4.600000000000000533e+00,6.727272727272726627e+00,-9.387755102040817867e-01,7.871219906552642254e-01,-3.085077095439217598e-01,-1.286233846967180933e-02
4.500000000000000000e+00,6.303030303030302761e+00,-2.040816326530614511e-01,7.454848251667592907e-01,-3.731949222898463536e-01,-9.856691046935406320e-02
9.000000000000000222e-01,5.878787878787878896e+00,2.857142857142855874e-01,7.452212228615552325e-01,4.071369167997885841e-01,-8.401904343682281562e-02
1.970000000000000284e+01,2.626262626262626299e+00,-1.836734693877551061e+00,1.031842407233844794e+00,1.267725482841411122e-01,-4.711769486955905833e-02
1.890000000000000213e+01,7.292929292929292373e+00,1.673469387755101678e+00,1.036151080554948978e+00,2.297447844191102817e-01,-8.231904978357225053e-03
1.750000000000000000e+01,6.020202020202019888e+00,-9.387755102040817867e-01,8.158124058939966172e-01,2.716250347091915818e-01,-1.103755170498059088e-02
1.900000000000000000e+01,3.262626262626262541e+00,1.510204081632652962e+00,1.180634985144952687e+00,-1.652905432854584744e-01,-7.499041403540228357e-02
7.300000000000000711e+00,5.808080808080807955e+00,-1.836734693877551061e+00,1.161781537252868812e+00,1.265957789247058596e-01,-1.538838534979146584e-02
3.000000000000000000e+00,5.808080808080807955e+00,1.224489795918364266e-01,8.216909968790171437e-01,-4.634756461174696085e-01,-7.090388587212327620e-02
1.420000000000000107e+01,1.353535353535353591e+00,-1.102040816326530726e+00,1.304999801918645064e+00,4.992759333582116182e-03,-2.249902498575465093e-01
7.900000000000000355e+00,7.787878787878787179e+00,7.755102040816326259e-01,9.116600532213625652e-01,4.332680962872981212e-01,-6.124246763754918887e-02
1.260000000000000142e+01,5.737373737373737015e+00,-1.918367346938775420e+00,1.079371546582913233e+00,1.503476836493775337e-01,-5.878323470345419265e-03
2.100000000000000089e+00,3.262626262626262541e+00,-1.673469387755102122e+00,9.321685274078443939e-01,1.078590551035567557e-01,-1.466200260015956651e-03
4.700000000000000178e+00,7.363636363636363313e+00,-1.510204081632652962e+00,9.307022733450821539e-01,-2.720331701852989892e-01,2.616371716067759923e-03
1.120000000000000107e+01,7.717171717171717127e+00,-8.571428571428572063e-01,8.709666048562214602e-01,-3.777849683885913801e-01,-3.214327770779886601e-02
6.500000000000000000e+00,4.323232323232323537e+00,1.836734693877550839e+00,9.250830844095090377e-01,-1.075129138882383040e-01,9.637280445400140186e-03
1.910000000000000142e+01,6.303030303030302761e+00,-2.040816326530614511e-01,8.685105092001292881e-01,4.752275847471582604e-01,-1.161693300038549176e-01
1.800000000000000000e+01,2.626262626262626299e+00,-1.020408163265306145e+00,7.598317743754066100e-01,2.074767748317150190e-02,4.873855782594234409e-02
1.510000000000000142e+01,2.060606060606060552e+00,2.857142857142855874e-01,1.900497589379704921e-01,-5.607111073027357673e-01,-2.172646242137380723e-01
5.100000000000000533e+00,3.050505050505050608e+00,1.510204081632652962e+00,9.502381925317706646e-01,-1.667823011475278450e-01,-2.382510335503593840e-02
1.170000000000000107e+01,3.545454545454545414e+00,7.755102040816326259e-01,8.163397957899424240e-01,-3.620451111751037399e-01,-4.612011312134810942e-02
1.780000000000000071e+01,5.171717171717171269e+00,-1.918367346938775420e+00,1.071137883167951221e+00,1.493562649481880167e-01,-6.593436448771004127e-03
3.200000000000000178e+00,3.969696969696969724e+00,-2.040816326530614511e-01,6.464643183578868690e-01,4.857280176197620314e-01,-8.709727761572398641e-02
8.000000000000000444e-01,6.939393939393939448e+00,1.183673469387754640e+00,9.858559470783375689e-01,3.668996298025266056e-01,-4.749835806683366107e-02
1.800000000000000000e+01,7.858585858585858119e+00,-1.755102040816326481e+00,8.307849089717959101e-01,-9.501070282609194728e-02,2.477994172798666378e-02
5.700000000000000178e+00,5.949494949494948948e+00,-2.040816326530614511e-01,7.695318751388187106e-01,4.408134872487366462e-01,-6.873142048555683226e-02
4.900000000000000355e+00,6.090909090909090828e+00,1.755102040816326259e+00,1.216160119696279240e+00,-1.032820292794138922e-01,-2.244524295990737994e-02
9.700000000000001066e+00,2.626262626262626299e+00,1.673469387755101678e+00,9.649732202943419601e-01,-4.983080943958553832e-02,-8.241482336000246350e-03
1.900000000000000000e+01,7.151515151515151381e+00,-5.306122448979593287e-01,8.189052553626690045e-01,3.695474489982771837e-01,-4.511889624702027785e-02
6.400000000000000355e+00,5.030303030303030276e+00,-4.081632653061229021e-02,6.881439065829688673e-01,1.090009057302452622e-01,-1.838806693685372529e-01
1.090000000000000036e+01,1.919191919191919116e+00,-1.224489795918368706e-01,-5.983637736563550413e-02,1.241187440721231161e-01,-3.336150319239918893e-01
1.480000000000000071e+01,6.939393939393939448e+00,-1.102040816326530726e+00,1.135986004818438699e+00,-7.255634767633940309e-03,-1.289329315018514777e-01
1.100000000000000000e+01,5.808080808080807955e+00,1.755102040816326259e+00,1.222740478759774652e+00,4.321387307023011326e-02,-1.266250195171715262e-02
9.099999999999999645e+00,3.474747474747474474e+00,8.571428571428567622e-01,5.274637365288034063e-01,3.323775272185496843e-01,2.006414277200541108e-02
8.200000000000001066e+00,6.444444444444444642e+00,-1.918367346938775420e+00,1.186649262458492116e+00,9.094900330112912212e-02,-9.400667189464799456e-03
6.600000000000000533e+00,6.020202020202019888e+00,1.591836734693877098e+00,8.282494773048877379e-01,1.821390146387693865e-01,2.734210075485563746e-02
7.700000000000000178e+00,5.383838383838384090e+00,-1.183673469387755084e+00,1.007274906542488413e+00,-2.850436317564672417e-01,-6.212113560676632562e-02
1.830000000000000071e+01,2.060606060606060552e+00,1.346938775510203801e+00,1.257312766594852693e+00,-2.970245219935314235e-02,-1.323803626454667925e-01
1.780000000000000071e+01,3.969696969696969724e+00,-5.306122448979593287e-01,6.290225008276509877e-01,-4.947634639194013473e-01,-1.340893766221608885e-01
1.600000000000000089e+00,3.686868686868686851e+00,1.673469387755101678e+00,1.129682077222834424e+00,-1.642247625669592537e-01,-4.550780849191061322e-02
9.099999999999999645e+00,2.838383838383838231e+00,2.857142857142855874e-01,2.366732522152504292e-01,8.531596782553417524e-02,-1.359639150858025225e-01
1.080000000000000071e+01,3.050505050505050608e+00,-1.918367346938775420e+00,1.159087934848701984e+00,2.806169076582173960e-02,-3.413353534826323726e-02
1.360000000000000142e+01,3.262626262626262541e+00,-1.428571428571428603e+00,8.708181025582201196e-01,9.829738508521769502e-02,1.232561513936638459e-02
6.100000000000000533e+00,4.747474747474747403e+00,9.387755102040813426e-01,5.965151151182821465e-01,-8.646946524472810813e-02,6.839917118520428760e-03
1.780000000000000071e+01,2.343434343434343425e+00,2.857142857142855874e-01,5.198483967426836827e-01,3.463100169753415003e-02,-3.733434882268243382e-01
9.300000000000000711e+00,7.929292929292929060e+00,1.346938775510203801e+00,7.849759222272137960e-01,1.338141177322825226e-01,1.193968876968639486e-02
5.100000000000000533e+00,6.232323232323231821e+00,-1.755102040816326481e+00,8.451538871257687768e-01,2.817268466750415951e-02,3.021113656907597686e-02
1.630000000000000071e+01,2.767676767676767291e+00,-1.428571428571428603e+00,1.236686002235670268e+00,2.243088038723297858e-02,-7.404507710482613470e-02
1.030000000000000071e+01,4.111111111111110716e+00,-1.755102040816326481e+00,1.037628021710005566e+00,1.754255459931888528e-01,-2.068306858866703415e-02
4.400000000000000355e+00,3.545454545454545414e+00,-1.183673469387755084e+00,1.194123928982557592e+00,2.640859613067258471e-01,-1.003990992178104003e-01
1.410000000000000142e+01,2.131313131313131493e+00,5.306122448979588846e-01,6.039278058520249765e-02,-1.730247103882900095e-01,-4.560523936301227876e-02
7.400000000000000355e+00,6.232323232323231821e+00,-2.857142857142858094e-01,8.830379706765453252e-01,4.479888149295968014e-01,-1.423182341711873855e-01
4.800000000000000711e+00,2.767676767676767291e+00,1.428571428571428381e+00,9.678256447693273090e-01,-1.856809739094834044e-01,-4.209922435573987959e-02
8.000000000000000000e+00,6.161616161616161769e+00,1.510204081632652962e+00,7.962831938488162953e-01,-5.319012073188192358e-02,2.638557551944707355e-02
1.370000000000000107e+01,7.080808080808080440e+00,1.224489795918364266e-01,8.286092822702230132e-01,4.504161847316825451e-01,-7.304414158354852193e-02
6.300000000000000711e+00,3.616161616161615910e+00,1.591836734693877098e+00,9.892039901667243340e-01,-1.913786483083131096e-01,-2.582960236449507660e-02
2.500000000000000000e+00,3.121212121212121104e+00,4.489795918367343042e-01,3.688620080889424835e-01,5.097464263832460762e-01,-7.396847293208004548e-02
1.650000000000000000e+01,5.949494949494948948e+00,-1.591836734693877542e+00,8.098949260301315789e-01,2.523133603672576483e-02,2.916302365420297277e-02
1.250000000000000000e+01,4.464646464646464530e+00,7.755102040816326259e-01,7.376620772312990626e-01,-2.931726126118465725e-01,-2.231866610771459161e-02
7.500000000000000000e+00,5.242424242424242209e+00,-1.591836734693877542e+00,1.218467338757794449e+00,-7.863074019008323146e-02,-2.270231780409372874e-02
1.500000000000000000e+00,2.979797979797979668e+00,1.102040816326530503e+00,1.270785660983172471e+00,-7.737961579111177213e-02,-1.342735002909555830e-01
8.400000000000000355e+00,4.323232323232323537e+00,4.489795918367343042e-01,9.427520791796453192e-01,-3.106471515036959841e-01,-2.164355098739607353e-01
0.000000000000000000e+00,7.434343434343434254e+00,2.857142857142855874e-01,8.602712044997578023e-01,-4.363226130583000018e-01,-1.291359218854684354e-01
1.760000000000000142e+01,6.868686868686868507e+00,1.346938775510203801e+00,1.214442044837503065e+00,-9.320035922553430996e-02,-8.568331936586033593e-02
9.200000000000001066e+00,3.262626262626262541e+00,6.122448979591834650e-01,3.830583930063261588e-01,2.689237038011877412e-01,-7.069051862574440501e-03
1.880000000000000071e+01,8.000000000000000000e+00,-4.081632653061229021e-02,7.109094516702479938e-01,-3.023828884681708379e-02,-1.351175147879034033e-01
1.050000000000000000e+01,3.828282828282828287e+00,-2.857142857142858094e-01,8.453491283233585118e-01,4.005209390305963235e-01,-2.150216159056742016e-01
1.200000000000000178e+00,1.777777777777777679e+00,-1.224489795918368706e-01,1.893844465884936545e-01,2.814867543347739920e-01,-4.650152428924196890e-01
1.210000000000000142e+01,7.292929292929292373e+00,-7.755102040816328479e-01,6.679796814289867823e-01,3.872756371261667357e-02,-2.742484090278504705e-02
7.900000000000000355e+00,5.666666666666666075e+00,-6.938775510204082675e-01,8.757447693683688694e-01,-4.235926893326869558e-01,-1.374912290890714928e-01
4.000000000000000000e+00,3.686868686868686851e+00,1.510204081632652962e+00,9.441214795781064373e-01,1.441903940277578233e-01,4.875916440292235587e-02
1.440000000000000036e+01,7.858585858585858119e+00,5.306122448979588846e-01,8.425252739224189380e-01,4.104193203673098256e-01,-5.056807867866362771e-02
1.810000000000000142e+01,4.111111111111110716e+00,-1.020408163265306145e+00,9.273940887560178092e-01,-2.787498429400008249e-01,-6.700650710586784908e-02
1.900000000000000000e+01,3.262626262626262541e+00,7.755102040816326259e-01,1.164355514764874533e+00,-2.776049800989339733e-01,-2.170839627252946769e-01
1.580000000000000071e+01,4.111111111111110716e+00,2.000000000000000000e+00,1.082709391049091252e+00,8.215396985103563809e-02,2.271880349541341090e-02
2.700000000000000178e+00,5.595959595959596022e+00,5.306122448979588846e-01,8.528375626514070884e-01,-4.014315101193015600e-01,-4.876840956287634837e-02
1.560000000000000142e+01,5.030303030303030276e+00,1.428571428571428381e+00,1.267434558107268128e+00,-1.181665032272630617e-01,-6.225850857625635920e-02
1.990000000000000213e+01,2.202020202020201989e+00,-2.000000000000000000e+00,1.100726421722948212e+00,9.975859708956935634e-02,-7.290467078822750191e-02
1.710000000000000142e+01,1.989898989898989834e+00,2.857142857142855874e-01,4.881786982047091605e-01,-1.592597953980914860e-02,-4.488123842756580606e-01
4.600000000000000533e+00,5.737373737373737015e+00,-1.346938775510204245e+00,7.648362173234266592e-01,7.888091463067134490e-02,2.148238739008781484e-02
4.000000000000000222e-01,2.555555555555555358e+00,1.346938775510203801e+00,1.225188300440579692e+00,-1.731952045902721837e-01,-1.331832406452019557e-01
1.850000000000000000e+01,2.626262626262626299e+00,-1.102040816326530726e+00,8.300493586511656918e-01,1.241931947421046623e-01,6.240246143693724962e-03
1.500000000000000000e+01,6.090909090909090828e+00,1.265306122448979220e+00,9.151669723841496795e-01,-2.403968753624312060e-01,-4.704704041457565336e-03
1.970000000000000284e+01,4.323232323232323537e+00,-9.387755102040817867e-01,5.713128113596768198e-01,-1.454562420374814480e-01,2.174022115450784109e-02
1.920000000000000284e+01,3.404040404040403978e+00,1.918367346938775420e+00,1.130748609644158797e+00,-1.138813624108533651e-01,-4.193010975089347253e-02
5.700000000000000178e+00,7.646464646464646187e+00,-2.040816326530614511e-01,8.071155859418603917e-01,-4.247698687556764052e-01,-7.262980601689801585e-02
1.769999999999999929e+01,2.414141414141414366e+00,-1.836734693877551061e+00,1.032104143378852035e+00,-1.251071164266687533e-02,-1.118512216815204137e-02
2.100000000000000089e+00,3.545454545454545414e+00,-8.571428571428572063e-01,6.777606991275065829e-01,2.023357982687108425e-01,2.846419428674508423e-03
1.100000000000000000e+01,2.767676767676767291e+00,8.571428571428567622e-01,9.490484636024334453e-01,-3.966260923217510559e-01,-1.075416331780710971e-01
8.099999999999999645e+00,5.737373737373737015e+00,3.673469387755101678e-01,7.020301539878665009e-01,-3.978472476712585637e-01,-6.231323353616345651e-02
8.800000000000000711e+00,4.535353535353534582e+00,2.000000000000000000e+00,1.126875818014434483e+00,-1.025572313077349196e-01,-1.295721270232349717e-02
5.500000000000000000e+00,5.737373737373737015e+00,-5.306122448979593287e-01,7.951876936424183695e-01,3.765102394239105976e-01,-4.246395658780163784e-02
1.030000000000000071e+01,4.464646464646464530e+00,1.428571428571428381e+00,9.301248413865602638e-01,2.328102004517363932e-01,2.970878438552318826e-02
1.060000000000000142e+01,4.181818181818181657e+00,6.938775510204080454e-01,5.498263236227282080e-01,2.419995491802432175e-01,-1.079586405664910778e-02
1.400000000000000133e+00,3.898989898989898784e+00,4.489795918367343042e-01,9.556458769108411300e-01,-5.162622151031759365e-01,-1.513595260429270450e-01
7.600000000000000533e+00,1.848484848484848397e+00,4.489795918367343042e-01,-8.438897546168609709e-02,-9.590050310938717792e-02,-1.208139352074079631e-01
1.750000000000000000e+01,3.121212121212121104e+00,-2.040816326530614511e-01,4.610790920864943354e-01,-5.374794408290494152e-01,-1.185207009199925055e-01
2.200000000000000178e+00,4.252525252525252597e+00,1.755102040816326259e+00,1.109452273836110336e+00,-1.598585097354524587e-01,-2.563869996432354553e-02
9.000000000000000000e+00,4.747474747474747403e+00,-1.591836734693877542e+00,8.304822290664919393e-01,-1.469372520374579230e-02,3.606399495092937196e-02
1.600000000000000000e+01,3.050505050505050608e+00,2.040816326530610070e-01,2.654379254512430619e-01,-3.965968294800620297e-01,-1.377983884718794183e-01
3.200000000000000178e+00,4.888888888888889284e+00,-1.918367346938775420e+00,8.979906934012522601e-01,-2.673655353051435091e-02,3.429029841406084494e-02
4.000000000000000000e+00,3.969696969696969724e+00,-1.673469387755102122e+00,1.010769344938374781e+00,1.856398287024921545e-01,-2.161539257104806364e-02
1.719999999999999929e+01,7.929292929292929060e+00,-5.306122448979593287e-01,8.601757508893785875e-01,-4.284702007293952342e-01,-5.745150600647484784e-02
7.000000000000000000e+00,1.919191919191919116e+00,1.265306122448979220e+00,1.192629641251355066e+00,5.448430779848617567e-02,-8.681957256601789685e-02
1.290000000000000036e+01,7.222222222222222321e+00,-1.346938775510204245e+00,8.554263197345326475e-01,1.862546483402152953e-01,6.310833187989493831e-03
7.100000000000000533e+00,3.969696969696969724e+00,-7.755102040816328479e-01,5.574479999894292881e-01,-3.035431009762480925e-01,3.952776680803757846e-03
1.220000000000000107e+01,5.525252525252525082e+00,-4.081632653061229021e-02,8.239646429535852912e-01,4.866423232232679474e-01,-1.088238537537441070e-01
4.700000000000000178e+00,1.212121212121212155e+00,-9.387755102040817867e-01,1.067201536416435559e+00,8.386513139864770761e-02,-1.905118441508321103e-01
7.100000000000000533e+00,1.282828282828282873e+00,1.755102040816326259e+00,1.144579970732100715e+00,4.342073393531550862e-02,-9.230436649339612831e-02
6.100000000000000533e+00,6.515151515151514694e+00,-2.040816326530614511e-01,7.318014202056495332e-01,4.307563460348962092e-01,-7.873350297546480303e-02
6.300000000000000711e+00,1.494949494949494806e+00,4.081632653061229021e-02,-1.997944897443418855e-01,2.686043590477691367e-01,-3.668812163836583928e-01
8.599999999999999645e+00,7.717171717171717127e+00,1.020408163265305923e+00,8.331985716783034679e-01,3.048257204419571043e-01,-1.108027104708216720e-02
1.550000000000000000e+01,7.010101010101009500e+00,2.857142857142855874e-01,7.351023904648052998e-01,-4.046427743567473923e-01,-7.167685167124732137e-02
6.400000000000000355e+00,2.555555555555555358e+00,4.081632653061229021e-02,2.266863254507961445e-01,2.729816351865759771e-01,-2.741460256090736958e-01
2.600000000000000089e+00,2.202020202020201989e+00,2.000000000000000000e+00,1.066647772461082555e+00,1.373924423399705899e-02,-2.798444767484267390e-02
1.400000000000000000e+01,5.313131313131313149e+00,1.102040816326530503e+00,8.840713861623437086e-01,-2.666857784571721179e-01,-9.013212296007671112e-03
1.360000000000000142e+01,3.616161616161615910e+00,1.591836734693877098e+00,1.173557984124521170e+00,-1.484970120609405697e-01,-5.370257075615125775e-02
1.380000000000000071e+01,6.020202020202019888e+00,1.102040816326530503e+00,7.029508844604498430e-01,-1.267735673389560336e-01,8.424931648047988622e-03
1.570000000000000107e+01,7.646464646464646187e+00,2.000000000000000000e+00,8.832638371343263239e-01,-3.782634056604256695e-02,2.539078735312615132e-02
3.600000000000000089e+00,4.818181818181818343e+00,-1.346938775510204245e+00,7.861996277994319771e-01,8.916675039223773136e-02,2.176291158078588056e-02
1.070000000000000107e+01,3.757575757575757347e+00,-9.387755102040817867e-01,1.216662934947789987e+00,3.064678447793761085e-01,-1.474523482396898899e-01
4.900000000000000355e+00,3.969696969696969724e+00,-1.428571428571428603e+00,1.154915149256921403e+00,2.110054035610141321e-01,-5.554794912217814878e-02
1.340000000000000036e+01,7.575757575757575246e+00,3.673469387755101678e-01,8.454266703546386985e-01,4.800991272558357004e-01,-9.261694630175751342e-02
7.200000000000000178e+00,3.050505050505050608e+00,1.673469387755101678e+00,1.180551320803350013e+00,-1.117039559742787069e-01,-6.762287862499052893e-02
1.810000000000000142e+01,1.565656565656565746e+00,3.673469387755101678e-01,-2.359778035371018837e-02,2.541490203956267568e-01,-1.920169979621002554e-01
1.300000000000000000e+01,6.797979797979797567e+00,1.755102040816326259e+00,9.253904002878297064e-01,2.075350997707610112e-01,1.803995821894295581e-02
9.300000000000000711e+00,7.575757575757575246e+00,3.673469387755101678e-01,6.829779495432739544e-01,1.236428818954304898e-01,-8.177828598314548780e-02
